id,date,hour,member_id,restaurant_id,total_order
120,2020-01-01,19:40:00,193,13,206.28
121,2020-01-01,19:44:00,28,1,0
122,2020-01-01,19:45:00,190,25,64.43
123,2020-01-01,19:46:00,14,8,143.11
124,2020-01-01,19:46:00,127,6,0
125,2020-01-01,19:47:00,104,19,54.48
126,2020-01-01,19:48:00,176,5,31.07
127,2020-01-01,19:49:00,135,23,31.82
128,2020-01-01,19:52:00,190,22,144.26
129,2020-01-01,19:56:00,65,21,120.5
130,2020-01-01,19:56:00,94,30,0
131,2020-01-01,19:56:00,97,23,135.85
132,2020-01-01,19:56:00,120,22,50.34
133,2020-01-01,19:57:00,131,25,169.52
134,2020-01-01,20:05:00,123,10,123.95
135,2020-01-01,20:05:00,27,2,138.17
136,2020-01-01,20:06:00,125,16,0
137,2020-01-01,20:07:00,11,19,69.41
138,2020-01-01,20:09:00,14,11,43.96
139,2020-01-01,20:12:00,54,3,89.68
140,2020-01-01,20:13:00,63,5,146.37
141,2020-01-01,20:16:00,147,1,208.98
142,2020-01-01,20:20:00,187,10,0
143,2020-01-01,20:22:00,33,29,155.22
144,2020-01-01,20:24:00,10,16,32.18
145,2020-01-01,20:25:00,127,20,311.23
146,2020-01-01,20:29:00,99,3,34.89
147,2020-01-01,20:31:00,59,28,32.91
148,2020-01-01,20:35:00,190,26,66.85
149,2020-01-01,20:42:00,193,20,131.08
150,2020-01-01,20:44:00,18,13,39.87
151,2020-01-01,20:48:00,169,11,66.7
152,2020-01-01,20:51:00,137,22,66.05
153,2020-01-01,20:51:00,125,28,0
154,2020-01-01,20:54:00,162,28,36.71
155,2020-01-01,20:55:00,169,11,0
156,2020-01-01,20:55:00,96,12,93.61
157,2020-01-01,20:56:00,36,22,0
158,2020-01-01,20:57:00,32,13,119.28
159,2020-01-01,21:01:00,195,26,0
160,2020-01-01,21:02:00,189,24,0
161,2020-01-01,21:05:00,199,15,40
162,2020-01-01,21:10:00,86,30,48.03
163,2020-01-01,21:13:00,109,15,59.05
164,2020-01-01,21:13:00,57,19,215.33
165,2020-01-01,21:13:00,98,21,33.08
166,2020-01-01,21:16:00,117,27,46.8
167,2020-01-01,21:17:00,180,14,30.8
168,2020-01-01,21:22:00,73,27,231.08
169,2020-01-01,21:24:00,133,10,23.58
170,2020-01-01,21:25:00,200,30,184.25
171,2020-01-01,21:27:00,92,26,0
172,2020-01-01,21:27:00,47,1,156.22
173,2020-01-01,21:28:00,133,14,121.42
174,2020-01-01,21:30:00,16,29,81.65
175,2020-01-01,21:30:00,95,27,99.99
176,2020-01-01,21:31:00,170,28,88
177,2020-01-01,21:32:00,36,3,166.45
178,2020-01-01,21:34:00,174,30,180.45
179,2020-01-01,21:47:00,118,21,178.51
180,2020-01-01,21:55:00,167,14,27.42
181,2020-01-01,21:55:00,127,18,46.06
182,2020-01-01,21:56:00,164,14,32.65
183,2020-01-01,22:03:00,193,11,80.92
184,2020-01-01,22:16:00,79,22,0
185,2020-01-01,22:16:00,158,20,136.83
186,2020-01-01,22:29:00,62,6,205.34
187,2020-01-01,22:42:00,101,13,99.14
188,2020-01-01,22:48:00,28,9,34.9
189,2020-01-01,23:16:00,180,2,104.03
190,2020-01-01,23:18:00,155,7,108
191,2020-01-01,23:35:00,30,22,33.09
192,2020-01-02,11:01:00,177,8,52.02
193,2020-01-02,11:02:00,103,22,173.52
194,2020-01-02,11:03:00,21,23,129.42
195,2020-01-02,11:06:00,106,29,118.73
196,2020-01-02,11:11:00,60,12,0
197,2020-01-02,11:15:00,62,16,149.32
198,2020-01-02,11:16:00,115,5,58.71
199,2020-01-02,11:19:00,179,20,74.62
200,2020-01-02,11:20:00,28,22,124.97
201,2020-01-02,11:27:00,40,20,144.95
202,2020-01-02,11:30:00,128,9,104.31
203,2020-01-02,11:32:00,2,22,0
204,2020-01-02,11:38:00,174,29,46.64
205,2020-01-02,11:39:00,199,8,128.5
206,2020-01-02,11:49:00,137,17,66.93
207,2020-01-02,11:50:00,173,2,132.47
208,2020-01-02,11:51:00,52,7,0
209,2020-01-02,11:54:00,188,3,0
210,2020-01-02,11:55:00,53,13,128.42
211,2020-01-02,12:00:00,145,21,34.29
212,2020-01-02,12:01:00,42,1,32.08
213,2020-01-02,12:01:00,72,19,32.07
214,2020-01-02,12:05:00,45,6,23.41
215,2020-01-02,12:06:00,114,13,0
216,2020-01-02,12:06:00,32,16,163.81
217,2020-01-02,12:13:00,185,28,40.98
218,2020-01-02,12:14:00,200,24,66.41
219,2020-01-02,12:16:00,105,28,24.43
220,2020-01-02,12:16:00,22,25,128.86
221,2020-01-02,12:17:00,85,13,140.49
222,2020-01-02,12:17:00,147,4,39.06
223,2020-01-02,12:19:00,100,21,64.13
224,2020-01-02,12:19:00,170,10,68.68
225,2020-01-02,12:21:00,167,19,38.96
226,2020-01-02,12:24:00,101,23,116.67
227,2020-01-02,12:27:00,166,1,0
228,2020-01-02,12:29:00,128,30,124.22
229,2020-01-02,12:30:00,13,5,40.59
230,2020-01-02,12:37:00,142,5,138.33
231,2020-01-02,12:44:00,114,27,46.8
232,2020-01-02,12:47:00,65,21,54.01
233,2020-01-02,12:53:00,51,15,36.7
234,2020-01-02,12:53:00,102,10,94.13
235,2020-01-02,12:54:00,186,26,196.34
236,2020-01-02,12:55:00,148,1,0
237,2020-01-02,12:56:00,122,22,0
238,2020-01-02,12:58:00,80,16,234.11
239,2020-01-02,12:59:00,17,20,133.17
240,2020-01-02,13:01:00,107,20,82.53
241,2020-01-02,13:02:00,131,26,85.08
242,2020-01-02,13:06:00,90,14,0
243,2020-01-02,13:07:00,61,11,130.11
244,2020-01-02,13:09:00,29,2,34.4
245,2020-01-02,13:12:00,124,9,50.01
246,2020-01-02,13:16:00,121,10,111.08
247,2020-01-02,13:17:00,101,28,33.92
248,2020-01-02,13:23:00,167,21,125.77
249,2020-01-02,13:23:00,179,18,141.9
250,2020-01-02,13:27:00,81,15,151.48
251,2020-01-02,13:29:00,18,1,200.26
252,2020-01-02,13:32:00,70,13,88.77
253,2020-01-02,13:34:00,195,16,23.77
254,2020-01-02,13:36:00,2,20,160.74
255,2020-01-02,13:38:00,12,1,101.5
256,2020-01-02,13:38:00,122,14,110.92
257,2020-01-02,13:39:00,65,19,33.84
258,2020-01-02,13:44:00,193,7,0
259,2020-01-02,13:47:00,8,9,34.9
260,2020-01-02,13:51:00,74,23,80.02
261,2020-01-02,13:52:00,149,6,39.17
262,2020-01-02,13:59:00,32,30,105.05
263,2020-01-02,13:59:00,101,14,94.35
264,2020-01-02,13:59:00,115,18,128.32
265,2020-01-02,14:12:00,3,12,0
266,2020-01-02,14:12:00,29,22,76.33
267,2020-01-02,14:16:00,71,30,24.19
268,2020-01-02,14:27:00,102,16,142.99
269,2020-01-02,14:32:00,31,5,118.08
270,2020-01-02,14:33:00,27,10,144.74
271,2020-01-02,14:39:00,85,19,35.25
272,2020-01-02,14:44:00,171,2,109.95
273,2020-01-02,14:48:00,24,10,181.77
274,2020-01-02,15:06:00,58,27,71.14
275,2020-01-02,15:29:00,162,12,0
276,2020-01-02,15:39:00,86,7,234.98
277,2020-01-02,15:41:00,92,5,0
278,2020-01-02,15:45:00,162,14,132.49
279,2020-01-02,15:51:00,8,18,155.78
280,2020-01-02,15:57:00,102,22,45.06
281,2020-01-02,15:58:00,92,9,0
282,2020-01-02,16:06:00,154,22,79.91
283,2020-01-02,16:17:00,59,21,34.29
284,2020-01-02,16:19:00,200,5,104.95
285,2020-01-02,16:28:00,97,14,144.23
286,2020-01-02,16:46:00,114,26,75.87
287,2020-01-02,16:52:00,174,19,90.45
288,2020-01-02,17:27:00,162,20,290.7
289,2020-01-02,17:31:00,149,20,119.2
290,2020-01-02,17:34:00,89,21,54.01
291,2020-01-02,18:08:00,156,19,72.8
292,2020-01-02,18:09:00,85,26,31.69
293,2020-01-02,18:17:00,111,7,132.09
294,2020-01-02,18:19:00,116,19,63.24
295,2020-01-02,18:33:00,19,10,110.43
296,2020-01-02,18:50:00,118,1,37.34
297,2020-01-02,19:01:00,76,24,44.1
298,2020-01-02,19:05:00,67,22,44.22
299,2020-01-02,19:09:00,137,4,0
300,2020-01-02,19:10:00,169,2,195.04
301,2020-01-02,19:13:00,16,26,171.62
302,2020-01-02,19:14:00,164,1,0
303,2020-01-02,19:15:00,175,13,33.5
304,2020-01-02,19:16:00,59,21,130.57
305,2020-01-02,19:23:00,100,29,172.95
306,2020-01-02,19:23:00,111,25,65.77
307,2020-01-02,19:34:00,1,10,0
308,2020-01-02,19:35:00,133,28,111.44
309,2020-01-02,19:36:00,68,15,24.35
310,2020-01-02,19:39:00,149,17,69.28
311,2020-01-02,19:42:00,71,7,62.05
312,2020-01-02,19:47:00,4,19,38.96
313,2020-01-02,19:51:00,114,30,89.06
314,2020-01-02,19:52:00,115,8,0
315,2020-01-02,19:53:00,133,16,81.54
316,2020-01-02,19:54:00,52,6,50.3
317,2020-01-02,20:04:00,23,3,54.77
318,2020-01-02,20:06:00,34,11,116.9
319,2020-01-02,20:08:00,121,24,135.06
320,2020-01-02,20:08:00,171,27,219.9
321,2020-01-02,20:16:00,120,15,86.65
322,2020-01-02,20:16:00,164,23,132.1
323,2020-01-02,20:20:00,29,1,89.48
324,2020-01-02,20:20:00,156,19,31.92
325,2020-01-02,20:21:00,38,2,66.87
326,2020-01-02,20:21:00,191,23,146.07
327,2020-01-02,20:23:00,34,12,26.23
328,2020-01-02,20:29:00,141,23,246.76
329,2020-01-02,20:31:00,39,20,52.75
330,2020-01-02,20:31:00,99,19,102.8
331,2020-01-02,20:31:00,145,16,39.23
332,2020-01-02,20:42:00,131,24,152.51
333,2020-01-02,20:42:00,90,13,0
334,2020-01-02,20:50:00,28,14,27.42
335,2020-01-02,20:53:00,41,28,93.7
336,2020-01-02,20:57:00,160,7,0
337,2020-01-02,21:00:00,33,18,0
338,2020-01-02,21:00:00,65,11,66.7
339,2020-01-02,21:02:00,21,19,22.77
340,2020-01-02,21:05:00,35,16,115.35
341,2020-01-02,21:05:00,33,1,141.06
342,2020-01-02,21:06:00,14,24,102.37
343,2020-01-02,21:08:00,62,3,34.89
344,2020-01-02,21:09:00,117,10,35.61
345,2020-01-02,21:09:00,44,14,0
346,2020-01-02,21:11:00,165,26,41
347,2020-01-02,21:13:00,184,2,24.67
348,2020-01-02,21:14:00,69,5,40.47
349,2020-01-02,21:15:00,135,7,34.95
350,2020-01-02,21:17:00,41,14,66.87
351,2020-01-02,21:17:00,46,5,203.99
352,2020-01-02,21:18:00,132,26,164.63
353,2020-01-02,21:20:00,118,24,110.51
354,2020-01-02,21:21:00,56,30,51.91
355,2020-01-02,21:21:00,143,7,74.03
356,2020-01-02,21:25:00,22,26,139.46
357,2020-01-02,21:25:00,131,14,0
358,2020-01-02,21:29:00,61,19,89.73
359,2020-01-02,21:32:00,52,3,125.93
360,2020-01-02,21:33:00,78,9,262.38
361,2020-01-02,21:33:00,170,22,26.8
362,2020-01-02,21:35:00,179,22,98.76
363,2020-01-02,21:35:00,6,3,59.68
364,2020-01-02,21:35:00,78,10,182.3
365,2020-01-02,21:37:00,105,21,121.99
366,2020-01-02,21:40:00,35,5,97.65
367,2020-01-02,21:42:00,34,18,80.24
368,2020-01-02,21:47:00,2,14,156.06
369,2020-01-02,21:51:00,143,28,32.91
370,2020-01-02,21:51:00,9,24,0
371,2020-01-02,22:00:00,116,25,0
372,2020-01-02,22:00:00,83,12,0
373,2020-01-02,22:14:00,41,17,109.22
374,2020-01-02,22:15:00,167,14,30.8
375,2020-01-02,22:19:00,156,22,71.65
376,2020-01-02,22:26:00,68,29,93.85
377,2020-01-02,22:29:00,57,4,39.06
378,2020-01-02,22:30:00,48,8,27.57
379,2020-01-02,22:43:00,19,9,143.02
380,2020-01-02,22:52:00,13,10,0
381,2020-01-02,23:06:00,22,1,43.22
382,2020-01-02,23:24:00,103,17,34.3
383,2020-01-02,23:40:00,105,20,184.52
384,2020-01-02,23:52:00,196,16,51.18
385,2020-01-03,11:02:00,57,6,44.59
386,2020-01-03,11:03:00,33,17,106.74
387,2020-01-03,11:05:00,111,27,213.67
388,2020-01-03,11:07:00,49,8,127.86
389,2020-01-03,11:09:00,55,10,131.12
390,2020-01-03,11:18:00,113,15,76.7
391,2020-01-03,11:18:00,178,3,80.92
392,2020-01-03,11:21:00,65,23,148.89
393,2020-01-03,11:22:00,170,17,51.12
394,2020-01-03,11:23:00,194,30,124.31
395,2020-01-03,11:23:00,61,22,26.59
396,2020-01-03,11:24:00,36,2,112.05
397,2020-01-03,11:29:00,195,16,103.99
398,2020-01-03,11:31:00,160,14,71.97
399,2020-01-03,11:35:00,99,30,36.11
400,2020-01-03,11:36:00,32,22,33.09
401,2020-01-03,11:36:00,122,1,69.03
402,2020-01-03,11:39:00,134,6,165.24
403,2020-01-03,11:40:00,138,16,39
404,2020-01-03,11:44:00,3,11,88.57
405,2020-01-03,11:46:00,106,15,0
406,2020-01-03,11:46:00,27,17,45.48
407,2020-01-03,11:46:00,73,26,0
408,2020-01-03,11:51:00,192,22,81.61
409,2020-01-03,11:51:00,54,3,68.4
410,2020-01-03,11:54:00,102,7,0
411,2020-01-03,11:54:00,175,24,224.77
412,2020-01-03,11:57:00,80,25,27.51
413,2020-01-03,11:59:00,127,16,23.77
414,2020-01-03,12:00:00,17,22,26.8
415,2020-01-03,12:02:00,63,10,154.79
416,2020-01-03,12:18:00,116,9,86.9
417,2020-01-03,12:19:00,155,9,32.09
418,2020-01-03,12:20:00,80,24,107.45
419,2020-01-03,12:20:00,165,16,30.36
420,2020-01-03,12:20:00,46,2,24.67
421,2020-01-03,12:23:00,100,14,0
422,2020-01-03,12:25:00,37,8,27.57
423,2020-01-03,12:26:00,170,4,0
424,2020-01-03,12:28:00,129,7,282.38
425,2020-01-03,12:30:00,35,2,169.89
426,2020-01-03,12:31:00,179,19,31.92
427,2020-01-03,12:38:00,139,30,182.35
428,2020-01-03,12:41:00,25,21,132.33
429,2020-01-03,12:43:00,2,20,150.45
430,2020-01-03,12:45:00,192,25,149.97
431,2020-01-03,12:48:00,128,16,87.48
432,2020-01-03,12:49:00,114,14,64.31
433,2020-01-03,12:50:00,181,16,0
434,2020-01-03,12:53:00,122,4,90.93
435,2020-01-03,12:55:00,198,22,71.02
436,2020-01-03,12:57:00,113,24,71.88
437,2020-01-03,12:58:00,91,18,90.88
438,2020-01-03,13:02:00,15,17,134.94
439,2020-01-03,13:05:00,134,6,61.52
440,2020-01-03,13:05:00,155,23,62.6
441,2020-01-03,13:07:00,70,25,39.21
442,2020-01-03,13:09:00,103,6,168.24
443,2020-01-03,13:10:00,63,10,0
444,2020-01-03,13:12:00,87,30,239.7
445,2020-01-03,13:16:00,173,22,0
446,2020-01-03,13:16:00,167,22,45.06
447,2020-01-03,13:17:00,73,19,69.41
448,2020-01-03,13:18:00,84,5,59.37
449,2020-01-03,13:19:00,51,9,161.38
450,2020-01-03,13:25:00,189,20,0
451,2020-01-03,13:25:00,173,30,271.39
452,2020-01-03,13:25:00,93,5,113.24
453,2020-01-03,13:27:00,72,26,61.5
454,2020-01-03,13:27:00,32,15,142.34
455,2020-01-03,13:27:00,190,13,76.28
456,2020-01-03,13:32:00,86,6,44.59
457,2020-01-03,13:37:00,121,28,38.43
458,2020-01-03,13:46:00,119,9,38.71
459,2020-01-03,13:50:00,162,23,65.23
460,2020-01-03,13:50:00,131,8,89.1
461,2020-01-03,13:51:00,114,26,66.09
462,2020-01-03,13:58:00,39,8,214.64
463,2020-01-03,14:00:00,4,17,135.18
464,2020-01-03,14:11:00,152,22,189.96
465,2020-01-03,14:44:00,146,13,95.17
466,2020-01-03,14:46:00,135,1,70.97
467,2020-01-03,14:58:00,151,29,153.39
468,2020-01-03,15:04:00,83,14,31.28
469,2020-01-03,15:08:00,69,4,0
470,2020-01-03,16:12:00,113,17,45.48
471,2020-01-03,16:21:00,130,20,235.36
472,2020-01-03,16:35:00,47,22,100.11
473,2020-01-03,16:37:00,197,15,0
474,2020-01-03,16:57:00,34,15,104.95
475,2020-01-03,17:21:00,133,10,173.38
476,2020-01-03,17:24:00,110,26,197.41
477,2020-01-03,17:34:00,179,3,96.99
478,2020-01-03,17:53:00,183,5,182.57
479,2020-01-03,18:23:00,49,20,63.16
480,2020-01-03,18:31:00,110,9,47.59
481,2020-01-03,18:59:00,137,8,170.68
482,2020-01-03,19:04:00,79,3,33.51
483,2020-01-03,19:06:00,187,19,53.83
484,2020-01-03,19:16:00,198,18,298.14
485,2020-01-03,19:17:00,182,18,80.6
486,2020-01-03,19:19:00,35,1,29.22
487,2020-01-03,19:21:00,1,8,0
488,2020-01-03,19:22:00,140,1,68.62
489,2020-01-03,19:29:00,156,13,64.21
490,2020-01-03,19:33:00,176,14,59.9
491,2020-01-03,19:37:00,90,16,138.68
492,2020-01-03,19:37:00,57,6,0
493,2020-01-03,19:41:00,23,29,79.82
494,2020-01-03,19:49:00,156,5,0
495,2020-01-03,19:53:00,46,11,0
496,2020-01-03,20:03:00,196,22,0
497,2020-01-03,20:07:00,196,7,170.65
498,2020-01-03,20:08:00,175,6,0
499,2020-01-03,20:10:00,174,29,58.33
500,2020-01-03,20:10:00,148,25,39.04
501,2020-01-03,20:10:00,9,26,74.49
502,2020-01-03,20:14:00,173,10,147.57
503,2020-01-03,20:15:00,95,27,79.51
504,2020-01-03,20:20:00,103,20,52.75
505,2020-01-03,20:21:00,52,25,65.94
506,2020-01-03,20:23:00,126,5,31.07
507,2020-01-03,20:24:00,116,30,165.9
508,2020-01-03,20:28:00,130,2,158.78
509,2020-01-03,20:28:00,125,7,37.98
510,2020-01-03,20:32:00,41,23,38.83
511,2020-01-03,20:32:00,168,5,103.84
512,2020-01-03,20:37:00,125,26,0
513,2020-01-03,20:38:00,166,16,23.77
514,2020-01-03,20:39:00,181,24,44.1
515,2020-01-03,20:43:00,71,28,60.79
516,2020-01-03,20:46:00,105,30,0
517,2020-01-03,20:48:00,80,9,141.61
518,2020-01-03,20:52:00,136,5,33.01
519,2020-01-03,20:53:00,37,21,61.15
520,2020-01-03,20:58:00,104,20,72.46
521,2020-01-03,20:59:00,33,18,86.66
522,2020-01-03,21:03:00,80,26,276.55
523,2020-01-03,21:13:00,131,15,72.27
524,2020-01-03,21:21:00,180,13,110.14
525,2020-01-03,21:21:00,108,1,52.41
526,2020-01-03,21:24:00,195,25,136.34
527,2020-01-03,21:30:00,26,16,32.18
528,2020-01-03,21:30:00,184,7,32.94
529,2020-01-03,21:30:00,80,18,86.66
530,2020-01-03,21:33:00,158,29,87.09
531,2020-01-03,21:33:00,50,1,80.16
532,2020-01-03,21:41:00,134,28,0
533,2020-01-03,21:43:00,125,5,72.77
534,2020-01-03,21:43:00,3,7,138.85
535,2020-01-03,21:46:00,83,18,80.6
536,2020-01-03,21:47:00,58,18,116.18
537,2020-01-03,21:47:00,52,10,250.74
538,2020-01-03,21:47:00,32,7,227.54
539,2020-01-03,21:47:00,18,21,90.61
540,2020-01-03,21:48:00,94,9,32.09
541,2020-01-03,21:56:00,81,13,0
542,2020-01-03,21:58:00,77,6,44.59
543,2020-01-03,22:23:00,200,11,186.3
544,2020-01-03,22:24:00,185,6,23.41
545,2020-01-03,22:39:00,34,23,0
546,2020-01-03,22:54:00,1,20,33.68
547,2020-01-03,23:10:00,68,21,0
548,2020-01-03,23:21:00,66,26,97.26
549,2020-01-04,11:00:00,139,18,109.36
550,2020-01-04,11:05:00,112,27,0
551,2020-01-04,11:08:00,148,9,118.39
552,2020-01-04,11:09:00,94,29,51.57
553,2020-01-04,11:15:00,163,3,37.33
554,2020-01-04,11:16:00,177,16,138.02
555,2020-01-04,11:22:00,172,18,56.7
556,2020-01-04,11:23:00,74,25,121.98
557,2020-01-04,11:23:00,55,8,0
558,2020-01-04,11:24:00,38,3,56.17
559,2020-01-04,11:25:00,93,14,83.4
560,2020-01-04,11:31:00,65,14,0
561,2020-01-04,11:33:00,172,1,89.48
562,2020-01-04,11:33:00,64,23,73.89
563,2020-01-04,11:33:00,138,14,151.18
564,2020-01-04,11:36:00,28,14,0
565,2020-01-04,11:37:00,133,30,175.11
566,2020-01-04,11:41:00,161,25,0
567,2020-01-04,11:42:00,82,9,119.3
568,2020-01-04,11:43:00,36,26,95.75
569,2020-01-04,11:46:00,59,9,175.52
570,2020-01-04,11:49:00,198,26,59.26
571,2020-01-04,11:50:00,71,8,101.34
572,2020-01-04,11:59:00,19,12,41.07
573,2020-01-04,12:02:00,34,27,54.72
574,2020-01-04,12:05:00,171,26,147.42
575,2020-01-04,12:10:00,194,28,145.46
576,2020-01-04,12:11:00,107,19,218.99
577,2020-01-04,12:13:00,107,14,85.06
578,2020-01-04,12:18:00,173,1,59.83
579,2020-01-04,12:19:00,75,11,136.18
580,2020-01-04,12:19:00,34,3,33.51
581,2020-01-04,12:20:00,62,26,41
582,2020-01-04,12:21:00,141,11,187.01
583,2020-01-04,12:27:00,144,29,151.22
584,2020-01-04,12:32:00,42,3,151.78
585,2020-01-04,12:40:00,197,12,0
586,2020-01-04,12:41:00,127,20,144.92
587,2020-01-04,12:43:00,146,19,33.84
588,2020-01-04,12:45:00,17,8,52.02
589,2020-01-04,12:55:00,126,4,0
590,2020-01-04,12:57:00,65,11,0
591,2020-01-04,12:57:00,81,20,0
592,2020-01-04,12:59:00,24,3,105.73
593,2020-01-04,12:59:00,29,30,128.28
594,2020-01-04,13:00:00,168,5,216.39
595,2020-01-04,13:03:00,72,16,81.54
596,2020-01-04,13:12:00,10,21,22.42
597,2020-01-04,13:13:00,73,24,47.49
598,2020-01-04,13:16:00,163,5,40.59
599,2020-01-04,13:19:00,137,18,111.38
600,2020-01-04,13:21:00,164,8,52.02
601,2020-01-04,13:21:00,108,30,60.3
602,2020-01-04,13:31:00,91,11,52.26
603,2020-01-04,13:33:00,7,16,32.18
604,2020-01-04,13:35:00,27,28,0
605,2020-01-04,13:37:00,37,29,40.45
606,2020-01-04,13:38:00,170,2,45.35
607,2020-01-04,13:41:00,112,20,0
608,2020-01-04,13:41:00,6,19,32.07
609,2020-01-04,13:42:00,126,17,30.39
610,2020-01-04,13:48:00,150,9,50.01
611,2020-01-04,13:48:00,46,1,43.22
612,2020-01-04,13:49:00,6,17,29.02
613,2020-01-04,13:49:00,123,19,172.26
614,2020-01-04,13:55:00,1,3,24.77
615,2020-01-04,14:06:00,82,28,177.06
