id,date,hour,member_id,restaurant_id,total_order
18352,2020-04-02,12:41:00,130,17,126.86
18353,2020-04-02,12:44:00,192,11,76.3
18354,2020-04-02,12:44:00,149,29,244.06
18355,2020-04-02,12:52:00,67,25,96.01
18356,2020-04-02,12:52:00,168,18,242.44
18357,2020-04-02,13:00:00,122,11,0
18358,2020-04-02,13:00:00,48,4,110.12
18359,2020-04-02,13:03:00,66,30,0
18360,2020-04-02,13:03:00,97,17,87.73
18361,2020-04-02,13:07:00,17,24,29.33
18362,2020-04-02,13:09:00,165,16,160.43
18363,2020-04-02,13:12:00,196,3,58.59
18364,2020-04-02,13:13:00,182,20,37.54
18365,2020-04-02,13:14:00,48,10,311.98
18366,2020-04-02,13:17:00,195,29,0
18367,2020-04-02,13:19:00,103,23,94.04
18368,2020-04-02,13:20:00,26,12,90.88
18369,2020-04-02,13:21:00,179,4,218.65
18370,2020-04-02,13:27:00,123,23,31.82
18371,2020-04-02,13:29:00,93,22,76.33
18372,2020-04-02,13:36:00,188,16,75.68
18373,2020-04-02,13:39:00,100,30,152.04
18374,2020-04-02,13:40:00,158,29,112.79
18375,2020-04-02,13:41:00,194,8,36.15
18376,2020-04-02,13:42:00,194,28,0
18377,2020-04-02,13:47:00,199,6,50.3
18378,2020-04-02,13:56:00,70,24,47.49
18379,2020-04-02,13:58:00,141,26,31.69
18380,2020-04-02,14:07:00,134,3,107.13
18381,2020-04-02,14:10:00,42,5,141
18382,2020-04-02,14:21:00,137,15,0
18383,2020-04-02,14:27:00,114,8,285.68
18384,2020-04-02,14:56:00,73,4,0
18385,2020-04-02,15:01:00,83,10,144.08
18386,2020-04-02,15:22:00,30,20,57.75
18387,2020-04-02,15:40:00,13,3,145.83
18388,2020-04-02,15:53:00,133,21,0
18389,2020-04-02,16:04:00,140,5,58.71
18390,2020-04-02,16:09:00,103,25,46.79
18391,2020-04-02,16:11:00,154,23,136.46
18392,2020-04-02,16:34:00,62,29,209.55
18393,2020-04-02,16:45:00,7,15,93.93
18394,2020-04-02,16:48:00,68,3,0
18395,2020-04-02,16:50:00,31,9,165.2
18396,2020-04-02,16:53:00,116,3,37.33
18397,2020-04-02,16:53:00,14,21,43.34
18398,2020-04-02,16:54:00,117,20,57.75
18399,2020-04-02,17:04:00,37,25,65.22
18400,2020-04-02,17:06:00,67,18,81.8
18401,2020-04-02,17:21:00,148,14,33.52
18402,2020-04-02,17:34:00,133,7,37.98
18403,2020-04-02,17:38:00,169,30,79.82
18404,2020-04-02,17:40:00,74,18,227.53
18405,2020-04-02,18:10:00,63,12,105.07
18406,2020-04-02,18:27:00,186,30,168.55
18407,2020-04-02,18:44:00,3,11,0
18408,2020-04-02,18:56:00,122,27,0
18409,2020-04-02,19:00:00,69,25,27.51
18410,2020-04-02,19:02:00,118,15,52.89
18411,2020-04-02,19:11:00,83,9,32.09
18412,2020-04-02,19:15:00,160,22,53.1
18413,2020-04-02,19:16:00,133,29,92.65
18414,2020-04-02,19:21:00,122,15,0
18415,2020-04-02,19:23:00,113,26,0
18416,2020-04-02,19:26:00,16,22,79.91
18417,2020-04-02,19:27:00,160,12,128.17
18418,2020-04-02,19:27:00,32,19,170.89
18419,2020-04-02,19:33:00,100,21,195.82
18420,2020-04-02,19:35:00,75,9,81.59
18421,2020-04-02,19:40:00,49,13,117.79
18422,2020-04-02,19:40:00,2,27,123.38
18423,2020-04-02,19:40:00,43,24,66.41
18424,2020-04-02,19:41:00,169,18,159.79
18425,2020-04-02,19:43:00,105,16,187.81
18426,2020-04-02,19:46:00,36,15,99.92
18427,2020-04-02,19:47:00,189,1,105.96
18428,2020-04-02,19:50:00,135,2,0
18429,2020-04-02,19:54:00,101,21,112.44
18430,2020-04-02,19:55:00,174,20,104.49
18431,2020-04-02,19:55:00,68,17,0
18432,2020-04-02,19:58:00,64,18,109.36
18433,2020-04-02,19:59:00,6,20,125.67
18434,2020-04-02,20:02:00,24,17,130.25
18435,2020-04-02,20:02:00,73,9,147.1
18436,2020-04-02,20:05:00,80,5,130.07
18437,2020-04-02,20:06:00,100,19,85.65
18438,2020-04-02,20:07:00,18,16,62.54
18439,2020-04-02,20:09:00,99,16,32.18
18440,2020-04-02,20:09:00,76,20,140.74
18441,2020-04-02,20:18:00,39,18,80.24
18442,2020-04-02,20:20:00,168,7,78.16
18443,2020-04-02,20:22:00,179,25,104.85
18444,2020-04-02,20:23:00,24,5,27.64
18445,2020-04-02,20:36:00,5,22,121.15
18446,2020-04-02,20:40:00,183,29,70.53
18447,2020-04-02,20:40:00,82,12,190.7
18448,2020-04-02,20:42:00,7,16,39.23
18449,2020-04-02,20:45:00,183,25,116.86
18450,2020-04-02,20:47:00,164,14,126.04
18451,2020-04-02,20:49:00,57,8,115.89
18452,2020-04-02,20:52:00,21,25,113.34
18453,2020-04-02,20:54:00,122,4,111.92
18454,2020-04-02,20:54:00,2,13,183.55
18455,2020-04-02,20:55:00,107,12,185.13
18456,2020-04-02,20:57:00,3,4,92.56
18457,2020-04-02,20:58:00,154,4,75
18458,2020-04-02,21:03:00,178,6,95.5
18459,2020-04-02,21:04:00,128,17,29.02
18460,2020-04-02,21:09:00,14,17,68.15
18461,2020-04-02,21:12:00,51,20,156.76
18462,2020-04-02,21:17:00,176,10,130.62
18463,2020-04-02,21:18:00,119,21,56.71
18464,2020-04-02,21:19:00,6,26,164.96
18465,2020-04-02,21:20:00,153,10,64.29
18466,2020-04-02,21:21:00,21,1,145.79
18467,2020-04-02,21:22:00,165,17,128.8
18468,2020-04-02,21:26:00,44,7,106.01
18469,2020-04-02,21:28:00,110,13,115.08
18470,2020-04-02,21:29:00,121,30,108.07
18471,2020-04-02,21:30:00,52,13,0
18472,2020-04-02,21:30:00,125,4,0
18473,2020-04-02,21:33:00,184,14,129.75
18474,2020-04-02,21:34:00,129,15,0
18475,2020-04-02,21:35:00,160,12,0
18476,2020-04-02,21:36:00,116,19,0
18477,2020-04-02,21:42:00,165,28,93.7
18478,2020-04-02,21:43:00,91,21,0
18479,2020-04-02,21:44:00,102,5,204.96
18480,2020-04-02,21:44:00,147,21,115.87
18481,2020-04-02,21:44:00,21,29,127.9
18482,2020-04-02,21:44:00,55,2,31.91
18483,2020-04-02,21:47:00,80,7,79.13
18484,2020-04-02,21:49:00,3,22,57.86
18485,2020-04-02,21:51:00,140,9,61.83
18486,2020-04-02,21:54:00,56,18,80.6
18487,2020-04-02,22:30:00,48,22,165.19
18488,2020-04-02,22:54:00,164,7,20.82
18489,2020-04-02,23:03:00,150,3,89.68
18490,2020-04-02,23:20:00,61,19,123.89
18491,2020-04-02,23:40:00,70,27,0
18492,2020-04-02,23:53:00,159,20,253.04
18493,2020-04-03,11:00:00,35,3,34.91
18494,2020-04-03,11:01:00,43,19,99.34
18495,2020-04-03,11:02:00,192,19,38.96
18496,2020-04-03,11:02:00,30,1,158.78
18497,2020-04-03,11:07:00,26,3,93.17
18498,2020-04-03,11:07:00,52,9,49.5
18499,2020-04-03,11:09:00,97,1,58.44
18500,2020-04-03,11:13:00,17,5,33.01
18501,2020-04-03,11:17:00,13,26,72.61
18502,2020-04-03,11:17:00,107,11,127.6
18503,2020-04-03,11:18:00,78,19,33.84
18504,2020-04-03,11:18:00,62,17,47.03
18505,2020-04-03,11:22:00,8,22,173.6
18506,2020-04-03,11:24:00,189,27,107.11
18507,2020-04-03,11:24:00,16,26,44.08
18508,2020-04-03,11:24:00,144,23,132.51
18509,2020-04-03,11:28:00,19,4,141.58
18510,2020-04-03,11:28:00,53,27,151.06
18511,2020-04-03,11:29:00,79,12,125.79
18512,2020-04-03,11:35:00,97,4,123.73
18513,2020-04-03,11:44:00,44,2,81.99
18514,2020-04-03,11:47:00,6,23,124.45
18515,2020-04-03,11:49:00,22,12,32.49
18516,2020-04-03,11:51:00,3,19,54.48
18517,2020-04-03,11:52:00,41,30,76.28
18518,2020-04-03,12:04:00,160,12,68.16
18519,2020-04-03,12:06:00,89,28,0
18520,2020-04-03,12:11:00,85,25,72.72
18521,2020-04-03,12:16:00,23,10,188.52
18522,2020-04-03,12:18:00,47,9,179.46
18523,2020-04-03,12:18:00,115,14,142.79
18524,2020-04-03,12:18:00,30,13,76.28
18525,2020-04-03,12:20:00,91,17,34.3
18526,2020-04-03,12:22:00,28,23,110.99
18527,2020-04-03,12:26:00,73,30,112.3
18528,2020-04-03,12:27:00,101,8,182.85
18529,2020-04-03,12:30:00,187,30,48.03
18530,2020-04-03,12:36:00,136,10,105.2
18531,2020-04-03,12:41:00,193,12,102.5
18532,2020-04-03,12:42:00,181,14,109.26
18533,2020-04-03,12:46:00,144,12,62.44
18534,2020-04-03,12:47:00,29,26,79.92
18535,2020-04-03,12:48:00,135,24,108.8
18536,2020-04-03,12:49:00,61,5,81.66
18537,2020-04-03,12:53:00,108,13,123.48
18538,2020-04-03,13:00:00,55,12,31.51
18539,2020-04-03,13:02:00,143,4,196.88
18540,2020-04-03,13:02:00,112,22,79.91
18541,2020-04-03,13:02:00,81,10,31.69
18542,2020-04-03,13:06:00,27,23,100.88
18543,2020-04-03,13:06:00,65,11,266.39
18544,2020-04-03,13:07:00,159,28,69.09
18545,2020-04-03,13:13:00,65,9,0
18546,2020-04-03,13:13:00,19,19,31.17
18547,2020-04-03,13:17:00,13,28,109.77
18548,2020-04-03,13:17:00,150,8,118.04
18549,2020-04-03,13:19:00,198,9,54.81
18550,2020-04-03,13:20:00,52,3,21.26
18551,2020-04-03,13:25:00,107,2,79.11
18552,2020-04-03,13:26:00,41,22,150.93
18553,2020-04-03,13:26:00,177,25,0
18554,2020-04-03,13:28:00,4,3,138.2
18555,2020-04-03,13:31:00,194,26,139.46
18556,2020-04-03,13:32:00,65,8,114.96
18557,2020-04-03,13:35:00,188,14,30.8
18558,2020-04-03,13:37:00,57,8,36.15
18559,2020-04-03,13:42:00,101,15,81.58
18560,2020-04-03,13:44:00,1,19,88.53
18561,2020-04-03,13:44:00,45,21,153.52
18562,2020-04-03,13:46:00,45,5,132.85
18563,2020-04-03,13:47:00,167,25,0
18564,2020-04-03,13:50:00,157,4,71.06
18565,2020-04-03,13:50:00,84,12,0
18566,2020-04-03,13:54:00,19,15,52.89
18567,2020-04-03,13:56:00,62,8,170.94
18568,2020-04-03,14:06:00,50,22,66.81
18569,2020-04-03,14:15:00,197,2,67.52
18570,2020-04-03,14:19:00,58,1,142.77
18571,2020-04-03,14:37:00,110,6,223.53
18572,2020-04-03,14:56:00,62,7,39.08
18573,2020-04-03,15:28:00,23,27,115.08
18574,2020-04-03,15:28:00,20,16,114.68
18575,2020-04-03,15:47:00,56,3,120.38
18576,2020-04-03,15:53:00,136,21,79.67
18577,2020-04-03,16:22:00,153,28,106.02
18578,2020-04-03,16:25:00,176,12,0
18579,2020-04-03,16:33:00,44,14,97.14
18580,2020-04-03,16:38:00,18,16,0
18581,2020-04-03,16:49:00,11,26,59.26
18582,2020-04-03,16:52:00,185,10,81.75
18583,2020-04-03,16:53:00,136,20,217.41
18584,2020-04-03,17:27:00,128,6,94.89
18585,2020-04-03,17:38:00,120,18,0
18586,2020-04-03,17:50:00,156,26,47.86
18587,2020-04-03,18:17:00,167,7,88.77
18588,2020-04-03,18:41:00,116,9,181.55
18589,2020-04-03,19:01:00,107,26,59.26
18590,2020-04-03,19:03:00,147,25,111.89
18591,2020-04-03,19:04:00,195,12,171.09
18592,2020-04-03,19:04:00,186,5,0
18593,2020-04-03,19:14:00,180,1,135.73
18594,2020-04-03,19:14:00,188,17,39.13
18595,2020-04-03,19:15:00,53,5,31.07
18596,2020-04-03,19:18:00,112,26,145.49
18597,2020-04-03,19:22:00,13,25,102.96
18598,2020-04-03,19:22:00,2,4,64.13
18599,2020-04-03,19:31:00,102,17,137.98
18600,2020-04-03,19:33:00,162,10,0
18601,2020-04-03,19:35:00,55,8,101.64
18602,2020-04-03,19:35:00,70,12,108
18603,2020-04-03,19:36:00,84,29,104.22
18604,2020-04-03,19:37:00,77,30,103.91
18605,2020-04-03,19:38:00,164,21,158.13
18606,2020-04-03,19:38:00,10,12,216.08
18607,2020-04-03,19:39:00,140,19,0
18608,2020-04-03,19:41:00,104,26,143.95
18609,2020-04-03,19:47:00,136,3,63.78
18610,2020-04-03,19:50:00,165,19,31.06
18611,2020-04-03,19:50:00,186,22,79.91
18612,2020-04-03,19:51:00,30,29,53.4
18613,2020-04-03,19:51:00,185,15,89.59
18614,2020-04-03,19:52:00,73,13,24.43
18615,2020-04-03,19:53:00,85,28,0
18616,2020-04-03,19:54:00,76,4,59.2
18617,2020-04-03,19:55:00,177,14,90.92
18618,2020-04-03,19:56:00,171,26,86.4
18619,2020-04-03,20:03:00,16,13,38.05
18620,2020-04-03,20:04:00,200,12,68.15
18621,2020-04-03,20:05:00,159,7,75
18622,2020-04-03,20:06:00,192,3,114.43
18623,2020-04-03,20:08:00,61,10,0
18624,2020-04-03,20:11:00,78,9,47.59
18625,2020-04-03,20:12:00,161,10,179.76
18626,2020-04-03,20:17:00,180,4,0
18627,2020-04-03,20:19:00,183,12,23.07
18628,2020-04-03,20:21:00,155,2,98.36
18629,2020-04-03,20:27:00,92,16,0
18630,2020-04-03,20:35:00,34,16,164.78
18631,2020-04-03,20:39:00,93,5,172.68
18632,2020-04-03,20:40:00,10,10,156.05
18633,2020-04-03,20:45:00,197,24,87.42
18634,2020-04-03,20:46:00,114,13,39.91
18635,2020-04-03,20:56:00,129,2,104.15
18636,2020-04-03,21:01:00,72,15,212.09
18637,2020-04-03,21:01:00,172,2,94.84
18638,2020-04-03,21:03:00,139,29,87.91
18639,2020-04-03,21:06:00,110,24,40.37
18640,2020-04-03,21:07:00,72,15,70.27
18641,2020-04-03,21:09:00,11,5,50.04
18642,2020-04-03,21:09:00,43,1,0
18643,2020-04-03,21:12:00,145,19,86.01
18644,2020-04-03,21:15:00,157,8,54.73
18645,2020-04-03,21:15:00,51,29,58.33
18646,2020-04-03,21:15:00,106,24,148.21
18647,2020-04-03,21:16:00,112,29,0
18648,2020-04-03,21:20:00,24,2,250.53
18649,2020-04-03,21:21:00,85,18,225.54
18650,2020-04-03,21:22:00,136,23,187.61
18651,2020-04-03,21:22:00,22,1,149.93
18652,2020-04-03,21:23:00,27,11,307.25
18653,2020-04-03,21:28:00,74,28,40.98
18654,2020-04-03,21:31:00,16,14,117.73
18655,2020-04-03,21:31:00,58,26,186.56
18656,2020-04-03,21:33:00,86,12,37.63
18657,2020-04-03,21:34:00,107,18,166.23
18658,2020-04-03,21:34:00,132,26,42.32
18659,2020-04-03,21:35:00,138,25,35.57
18660,2020-04-03,21:37:00,133,11,215.26
18661,2020-04-03,21:38:00,168,11,0
18662,2020-04-03,21:39:00,54,24,44.1
18663,2020-04-03,21:44:00,65,2,0
18664,2020-04-03,21:46:00,176,5,121.51
18665,2020-04-03,21:48:00,192,27,117.05
18666,2020-04-03,21:48:00,101,21,0
18667,2020-04-03,21:49:00,179,15,83.9
18668,2020-04-03,21:52:00,63,19,70.5
18669,2020-04-03,22:28:00,182,12,66.07
18670,2020-04-03,22:55:00,121,8,63.93
18671,2020-04-03,23:09:00,143,16,122.91
18672,2020-04-03,23:23:00,27,5,103.84
18673,2020-04-03,23:28:00,4,5,244.62
18674,2020-04-03,23:34:00,87,7,40.05
18675,2020-04-03,23:36:00,166,5,87.01
18676,2020-04-04,11:00:00,110,1,65.09
18677,2020-04-04,11:01:00,147,11,0
18678,2020-04-04,11:02:00,59,19,60.38
18679,2020-04-04,11:04:00,143,2,59.63
18680,2020-04-04,11:10:00,175,19,136.64
18681,2020-04-04,11:10:00,135,9,50.01
18682,2020-04-04,11:12:00,120,12,100.21
18683,2020-04-04,11:16:00,60,8,36.15
18684,2020-04-04,11:16:00,32,30,0
18685,2020-04-04,11:23:00,183,3,70.84
18686,2020-04-04,11:31:00,170,20,110.5
18687,2020-04-04,11:35:00,134,18,112.16
18688,2020-04-04,11:39:00,18,2,167.99
